,DateTime Processor,SunDateTime,Buoy Amirabad Battery Voltage(1),Buoy Amirabad Air Temperature(1),Buoy Amirabad Air Pressure(1),Buoy Amirabad Air Humidity(1),Buoy Amirabad Wind Speed(1),Buoy Amirabad Wind Direction(1),Buoy Amirabad Wind Gust(1),Buoy Amirabad Water Temperature(1),Buoy Amirabad Water Conductivity(1),Buoy Amirabad Hmax(1),Buoy Amirabad Hm0(1),Buoy Amirabad Tz(1),Buoy Amirabad MDIR(1),Buoy Noshahr Battery Voltage(1),Buoy Noshahr Air Temperature(1),Buoy Noshahr Air Pressure(1),Buoy Noshahr Air Humidity(1),Buoy Noshahr Wind Speed(1),Buoy Noshahr Wind Direction(1),Buoy Noshahr Wind Gust(1),Buoy Noshahr Water Temperature(1),Buoy Noshahr Water Conductivity(1),Buoy Noshahr Hmax(1),Buoy Noshahr Hm0(1),Buoy Noshahr Tz(1),Buoy Noshahr MDIR(1)
0,2015-03-20 21:00:10,1394-01-01 01:30:08,0.4897959183673466,0.17115881364081958,0.24029763269882665,0.721453821846626,0.07888624203159902,0.941340005560189,0.09636363636363637,0.005263157894736803,0.8265895953757225,0.034873254790604984,0.07695813928554322,0.05278949509113562,0.9381930876574229,0.44386422976501283,0.21327321677641178,0.8745347382855764,0.9277237648924018,0.11086488713886727,0.44151153098082807,0.1074074074074074,1.0,0.02857142857142857,0.1165266065686868,0.1745459116455226,0.07698659594252902,0.08703480510121038
1,2015-03-20 22:00:09,1394-01-01 02:30:11,0.4897959183673466,0.17102835438697195,0.2419030145503669,0.7300154870931959,0.08345021558281572,0.5879899916597164,0.1618181818181818,0.0026315789473683737,0.8265895953757225,0.03368416907194801,0.07148963584933936,0.056936964388315636,0.9513359464133335,0.44386422976501283,0.20089309848951745,0.8736682589793618,0.9337278216875337,0.1093722814889428,0.4631842178382884,0.14814814814814814,1.0,0.02857142857142857,0.1011986755173253,0.18957324647851523,0.0927810402922869,0.07762171401429001
2,2015-03-20 23:00:09,1394-01-01 03:30:10,0.4612244897959181,0.16028223927718116,0.23690849323446272,0.7694745284653488,0.06894197445659031,0.5304420350291911,0.1290909090909091,0.0,0.8265895953757225,0.02571810071013034,0.06722264685084263,0.054286441558898585,0.9436250840482644,0.44386422976501283,0.2061289694767913,0.8775061972106899,0.9397141591476067,0.15048761503594157,0.7124201166990831,0.20296296296296296,1.0,0.02857142857142857,0.1019156829489852,0.19721205489394855,0.0945749979851016,0.06943574573052794
3,2015-03-21 00:00:08,1394-01-01 04:30:09,0.4897959183673466,0.16753950119836147,0.24778941467268112,0.7772252202043153,0.14448130255063044,0.7058659994439811,0.1618181818181818,0.0026315789473683737,0.8265895953757225,0.019094960307097758,0.05362861366460443,0.050746785568541036,0.9498168876364133,0.44386422976501283,0.21133510655551588,0.8770588301775897,0.935051176237439,0.1575202600613525,0.5737704918032788,0.14814814814814814,1.0,0.02857142857142857,0.11178237812523045,0.18402178992535054,0.09234344383835402,0.06888903645883736
4,2015-03-21 01:00:05,1394-01-01 05:30:10,0.4897959183673466,0.1707077973632321,0.2595876971689215,0.7754889509325302,0.21261437762985064,0.6177370030581041,0.20484848484848484,0.0026315789473683737,0.8323699421965318,0.02123269186647429,0.056116203373514986,0.04906432280545982,0.9666243228967779,0.44386422976501283,0.21770627223285435,0.8781372201836932,0.9223072439439509,0.11201868046334874,0.6132258960822451,0.1074074074074074,1.0,0.02857142857142857,0.09411922310171862,0.17271974115845468,0.09075940148706726,0.07127826378421492
5,2015-03-21 02:00:08,1394-01-01 06:30:09,0.4612244897959181,0.15236149886500444,0.2641490202074266,0.7962366542162584,0.2578162685249089,0.6266333055323882,0.2587878787878788,0.0026315789473683737,0.8265895953757225,0.01838997138433589,0.04459921206304581,0.029796260302795072,0.9434189498835835,0.44386422976501283,0.2229205185593651,0.8780901289170515,0.9026770184887273,0.1526670024266288,0.6193387051958879,0.16148148148148148,1.0,0.02857142857142857,0.09079695618020162,0.1687019077312946,0.09365026313080643,0.07030915797114196
6,2015-03-21 03:00:11,1394-01-01 07:30:09,0.5142857142857142,0.1615607399648878,0.2683281094717529,0.7794527179223358,0.25219849945454953,0.6388657214345288,0.23757575757575758,0.0026315789473683737,0.8323699421965318,0.017110859340479585,0.04703436460705086,0.021967692586724846,0.8863417331659272,0.44386422976501283,0.22496134591888586,0.8804588196291459,0.8862232169919098,0.17120095233734717,0.548207835509864,0.18888888888888886,1.0,0.02857142857142857,0.07517118558439063,0.15244948288677324,0.0888952473337141,0.07897184362501966
7,2015-03-21 04:00:08,1394-01-01 08:30:11,0.5632653061224486,0.16017787187410304,0.2902683281094731,0.776178457042519,0.2762725323003169,0.7041979427300529,0.2696969696969697,0.0,0.8323699421965318,0.017935318970521218,0.04827025976849485,0.023860500205396068,0.9020259872567439,0.45953002610966065,0.2267426773492491,0.882742746061286,0.8840913012053812,0.1844695755688842,0.5754376215615449,0.20296296296296296,1.0,0.02857142857142857,0.08654743236150277,0.13752359299904784,0.08809752089018741,0.07517913835583429
8,2015-03-21 05:00:08,1394-01-01 09:30:11,0.6163265306122447,0.2000350376281762,0.2992380806768118,0.7536230330766442,0.250602963985425,0.691131498470948,0.23757575757575758,0.0026315789473683737,0.8323699421965318,0.020494406579502435,0.04832411415407348,0.025813031720325674,0.904211787267133,0.45953002610966065,0.22303675111096696,0.8807554946089908,0.8820265323727589,0.22475161393709078,0.49485968324534596,0.22962962962962963,1.0,0.02857142857142857,0.06327849379990834,0.11339455147304876,0.0842923238677884,0.0773273534722952
9,2015-03-21 06:00:08,1394-01-01 10:30:10,0.6938775510204076,0.20262931307611742,0.3130749433019915,0.7250210335089251,0.22802799237111415,0.7267167083680846,0.22666666666666668,0.0026315789473683737,0.8323699421965318,0.01919421445761845,0.04536773934028699,0.03000017595708812,0.9136042265847805,0.49347258485639633,0.22746710348481405,0.8832324952343633,0.8770408710452077,0.22280115379332446,0.45873853848291196,0.22962962962962963,1.0,0.02857142857142857,0.053000062397855964,0.09671987667727557,0.07711047488146283,0.07264000777162513
10,2015-03-21 07:00:09,1394-01-01 11:30:10,0.7714285714285714,0.24030221818005615,0.30550671457330125,0.6665970015415643,0.19513769842153306,0.7556296914095079,0.19393939393939397,0.010526315789473606,0.7630057803468208,0.01738534058136852,0.044282909404666865,0.02989840846813789,0.9170393329813823,0.5587467362924277,0.24877280050169212,0.8870468878323692,0.8539824205544287,0.11948170871297101,0.4126146151708808,0.12074074074074073,1.0,0.02857142857142857,0.044563000732312216,0.07992611609219136,0.07307687456085085,0.06369766015293925
